repetition,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction,holdout_n,holdout_mean,holdout_positive_proportion,selection_optimism
1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015235701259203581,0.0211562229327885,0.005289055733197125,2.8806089456716526,1,4,0.019053778545758467,1.0,-0.0038180772865548853
425,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017902785766729042,0.0228035106863074,0.006324555926159412,2.8306787030975804,1,7,0.012464302766116233,1.0,0.005438483000612809
426,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01984866986211512,0.023013080282557857,0.006382680074240897,3.1097704461516122,1,7,0.008850518017542088,0.8571428571428571,0.010998151844573034
427,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.010711559189466913,0.011711984153213372,0.003024021305096038,3.5421573159606865,1,5,0.03186258929765749,1.0,-0.02115103010819058
428,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.012147069947139091,0.01567521934797928,0.004047324232191469,3.0012594124592593,1,5,0.02755605702464096,1.0,-0.01540898707750187
429,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019173333658095103,0.023854698879738945,0.006616103074742473,2.89797988959557,1,7,0.010104713825007836,1.0,0.009068619833087268
430,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10,13,-0.009624201729042402,0.009956876967680868,0.002761540803881521,3.4850840210345524,-1,7,-0.04070435898433007,0.2857142857142857,0.050328560713372474
431,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01722105283539677,0.023271068589638795,0.006219454691896074,2.768900761964829,1,6,0.013148599105789404,1.0,0.004072453729607366
432,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014211974704489637,0.017915539656701226,0.004968876681526522,2.860198716005059,1,7,0.019318666167417984,0.8571428571428571,-0.005106691462928347
433,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02044669952534471,0.02304792338772257,0.006392343812876879,3.19862324741614,1,7,0.007739891500115697,0.8571428571428571,0.012706808025229013
434,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.013728073308015535,0.01695389548221484,0.004377476990397282,3.1360697813215985,1,5,0.022813046942011625,1.0,-0.00908497363399609
435,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014135877751034632,0.0170436864126754,0.004400660908951563,3.2122169927431283,1,5,0.02158963361295434,1.0,-0.007453755861919709
436,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02256175025682381,0.022220232114831436,0.006162783557133568,3.6609674910143566,1,7,0.0038119401416545112,1.0,0.0187498101151693
437,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013588009897383443,0.017260134071097607,0.004612964867416496,2.9456131334018694,1,6,0.021625699294487166,1.0,-0.008037689397103722
438,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.010460218145639142,0.01415975464128848,0.0040875690769034785,2.5590315292147277,1,8,-0.0007556325850773754,0.5,0.011215850730716518
439,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013760372323280468,0.015775228182236933,0.00421610707543652,3.2637625366418783,1,6,0.02122352030072744,1.0,-0.00746314797744697
440,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.011107340025805467,0.013884596228354222,0.004008137685014786,2.7711972239208373,1,8,-0.0017263154053268623,0.75,0.01283365543113233
441,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017702768022560617,0.023124949349373036,0.006180402682275348,2.8643389326928532,1,6,0.012024597002407081,0.8333333333333334,0.005678171020153536
442,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.023658737977486913,0.032128178165085716,0.008586616796784444,2.755303810267479,1,6,0.005402613633737187,0.6666666666666666,0.018256124343749725
443,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.012276675615308022,0.015636442996974826,0.0041790151744643235,2.9376958691904433,1,6,0.024685479285996476,1.0,-0.012408803670688454
444,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013302469133102165,0.01674380617621533,0.004474970432996231,2.972638441366294,1,6,0.022291961077810146,0.8333333333333334,-0.00898949194470798
445,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.017589364122307032,0.020957956406689512,0.006050040886533316,2.9073132648506395,1,8,0.013614245607825842,1.0,0.00397511851448119
446,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019224099129543308,0.022033748102611384,0.005689089297062877,3.3791171355788334,1,5,0.0063249694774283,0.8,0.012899129652115008
447,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.006578534641360985,0.00792462153301412,0.0018678512081104063,3.5219800232461216,1,8,-0.005013967713490004,0.375,0.01159250235485099
448,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016041040616613652,0.016922871075662014,0.004522827540405275,3.546684120344829,1,6,0.015901960949616666,0.8333333333333334,0.0001390796669969857
449,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.010766447501803037,0.01269300906623176,0.0036641561006076338,2.9383157284204175,1,8,0.02384862053858184,1.0,-0.013082173036778803
450,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.013745473029988105,0.014802006298936991,0.004105337899273713,3.348195292869767,1,7,-0.008459084617542096,0.5714285714285714,0.022204557647530203
451,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.016341187017337097,0.023018810334768495,0.006384269304783708,2.5596017707293,1,7,0.015364414729272701,1.0,0.000976772288064396
452,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.025131700186075467,0.03290612556199405,0.009126517153125064,2.75370108491715,1,7,0.005275130152608403,0.7142857142857143,0.019856570033467066
453,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016310867220599018,0.019855591974243046,0.005306630169942563,3.073677022564314,1,6,0.015272365540317488,1.0,0.0010385016802815297
454,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.010147288696788577,0.012200887098699629,0.003260824238431739,3.111878456125809,1,6,-0.0037640807813315636,0.5,0.01391136947812014
455,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.008962332181092984,0.012741347648649735,0.003533814020439935,2.53616407916601,1,7,0.00042389124469170274,0.5714285714285714,0.00853844093640128
456,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014725137670614173,0.020136584999806632,0.005584883825349373,2.6366059046345542,1,7,0.018365649230329566,0.8571428571428571,-0.003640511559715393
457,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019063359786416455,0.0221878769817732,0.005728885202540433,3.3275862776867906,1,5,0.006807187506808854,1.0,0.0122561722796076
458,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01772458515928739,0.020216473192526736,0.005607040823438333,3.1611300358641534,1,7,0.012795246751365012,1.0,0.004929338407922378
459,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.011756263135705382,0.01587789353305056,0.004099654481757284,2.867622915057504,1,5,0.02872847745894209,1.0,-0.016972214323236708
460,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.021276830030708623,0.024017267004300836,0.006661191360039697,3.194147845436139,1,7,0.01243417472686112,0.42857142857142855,0.008842655303847502
461,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018831301091662766,0.021762577689421487,0.005619073397444967,3.3513178703494946,1,5,0.007503363591069923,0.8,0.011327937500592843
462,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01699262972322332,0.022216605641991405,0.005937637614957197,2.861850255128077,1,6,0.013681586367527443,0.8333333333333334,0.003311043355695877
463,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014368136710895178,0.019532168030363988,0.005043184099794976,2.849020861935081,1,5,0.020892856733372704,1.0,-0.006524720022477526
464,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.022104485857733547,0.02957803171732268,0.007905061490096739,2.796244644703332,1,6,0.009029201913161705,0.5,0.013075283944571843
465,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.026780430892084546,0.029689654748842064,0.007934894000126638,3.375020623042619,1,6,-0.0018813365003239664,0.3333333333333333,0.028661767392408513
466,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015725318493411803,0.0160008647356914,0.0042764109809335996,3.6772233921209203,1,6,0.016638645903754325,0.6666666666666666,-0.0009133274103425224
467,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018101138781775078,0.022871464157075246,0.006112655914975431,2.9612559636195117,1,6,0.011095065230906684,0.8333333333333334,0.007006073550868394
468,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01706176782064783,0.02179190067717988,0.0056266445603282535,3.0323166209831567,1,5,0.012811963404114751,1.0,0.004249804416533078
469,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01516106419021965,0.016618171508353388,0.004441393155636193,3.413583004013062,1,6,0.01795523927786935,0.8333333333333334,-0.002794175087649701
470,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.023137645895167223,0.02954548937601974,0.007386372344004935,3.132477597605356,1,4,-0.0016410802088589194,0.25,0.024778726104026143
471,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017532047537702166,0.022239375481405782,0.0059437231105172305,2.9496743390821423,1,6,0.012422944800410137,0.8333333333333334,0.0051091027372920286
472,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018582930416788858,0.021922740933927112,0.005660427369354622,3.2829553678925842,1,5,0.008248475615691652,0.8,0.010334454801097206
473,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.013014624218112461,0.014807955905447305,0.0037019889763618263,3.5155761676261763,1,4,0.027938086710122947,0.75,-0.014923462492010486
474,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.02123699912784784,0.02374247733889676,0.006584978419379544,3.2250673844803353,1,7,0.012508146403602571,0.42857142857142855,0.008728852724245268
475,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021428377527196195,0.02289694156553141,0.006350468989678939,3.3742984277259733,1,7,0.005916775210962945,0.8571428571428571,0.01551160231623325
476,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015746946832878563,0.020919680490111024,0.005229920122527756,3.0109344815896835,1,4,0.017008796251058545,1.0,-0.0012618494181799826
477,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01997148853340921,0.022106441000244878,0.005908194875989183,3.3803029440638537,1,6,0.006730915810427035,0.8333333333333334,0.013240572722982177
478,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015166284590795833,0.017276932983343606,0.004791759058015416,3.165076625759475,1,7,0.01754637637856362,0.8571428571428571,-0.0023800917877677876
479,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.02120449774408132,0.0227909153591752,0.006321062610943536,3.35457802733521,1,7,0.006332551951033425,1.0,0.014871945793047896
480,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.010768795992544728,0.008938274239546198,0.0024790312372955934,4.343953327628314,1,7,0.025713140918172814,0.8571428571428571,-0.014944344925628086
481,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.010026119366503565,0.012027994032531996,0.003335965325020692,3.0054627040949162,1,7,-0.0015517135282136624,0.5714285714285714,0.011577832894717227
482,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017428691283576988,0.019967694960234157,0.0055380421563037035,3.1470853402115573,1,7,0.013344763949112905,0.8571428571428571,0.0040839273344640825
483,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015107566347215216,0.017268256957862785,0.0046151358002212714,3.273482515182086,1,6,0.018080067578213028,1.0,-0.002972501230997812
484,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011039302141085776,0.016171085490189092,0.003811561403086698,2.8962676902294877,1,8,-0.0025963713052651596,0.625,0.013635673446350936
485,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.02118752859939854,0.022597706964986242,0.0060394912278352655,3.508164479442879,1,6,0.011168768849276733,0.16666666666666666,0.010018759750121805
486,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.018637119589313456,0.02139064843961291,0.0053476621099032276,3.4850967032490234,1,4,0.005448105225318962,0.75,0.013189014363994493
487,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020174101502041013,0.02304448479928413,0.006391390120036108,3.1564497117455006,1,7,0.008246144971965437,0.8571428571428571,0.011927956530075575
488,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018317405005621464,0.022241003578535583,0.005742602430840525,3.189739360546401,1,5,0.009045051849193835,0.8,0.009272353156427628
489,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013757770848502392,0.016912030352509645,0.004519930235272344,3.043801592586623,1,6,0.021229590408542956,1.0,-0.007471819560040564
490,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.013183290940066506,0.014360904343528401,0.00383811312983693,3.4348364662785813,1,6,-0.010848086015646722,0.5,0.024031376955713227
491,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.013337422445809414,0.015240679270565834,0.004227003890994325,3.155289843528398,1,7,-0.007701276389781663,0.7142857142857143,0.021038698835591077
492,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011147245861993588,0.01282280081847315,0.0034270376715407856,3.2527351404870375,1,6,-0.00609731416680992,0.5,0.017244560028803507
493,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014268443363389725,0.0176449484715346,0.00489382818977215,2.915599569516977,1,7,0.01921379580088925,0.8571428571428571,-0.0049453524374995245
494,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.0146319114455875,0.020733822929220894,0.0057505278236689925,2.544446682852835,1,7,0.01853878364823624,1.0,-0.0039068722026487385
495,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016571289806625644,0.022638966263043882,0.0058453559541413675,2.8349496483417878,1,5,0.014283397446181307,0.8,0.0022878923604443373
496,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.013983123885393663,0.01456172484585138,0.004038695814685777,3.462286967626353,1,7,-0.008900436206152416,0.42857142857142855,0.02288356009154608
497,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.004844448708039802,0.00792434329276402,0.0018677856262545246,2.5936856135649715,-1,8,-0.0017771808900362911,0.375,0.0066216295980760925
498,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.009611378699801582,0.011381703813401138,0.003285614880251869,2.9252907142497455,1,8,0.025581223741584027,1.0,-0.015969845041782445
499,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10,13,0.00974301416019453,0.01139364837197466,0.0031600294938278033,3.083203552126545,1,7,0.007717441619672594,0.42857142857142855,0.002025572540521937
500,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01065981905429342,0.011986650224864507,0.0033244986159077644,3.206444124622601,1,7,0.025915526660639534,1.0,-0.015255707606346114
